threshold,investment,percent_gain
-0.02,10281.172376199085,-16.413232713828574
-0.0199,10281.172376199085,-16.413232713828574
-0.019799999999999998,10281.172376199085,-16.413232713828574
-0.0197,10281.172376199085,-16.413232713828574
-0.0196,10367.996880055232,-16.38712193503845
-0.0195,10455.306552384922,-16.357547580920627
-0.0194,10455.306552384922,-16.357547580920627
-0.019299999999999998,10455.306552384922,-16.357547580920627
-0.0192,10455.306552384922,-16.357547580920627
-0.0191,10536.948358145284,-16.373425729005685
-0.019,10536.948358145284,-16.373425729005685
-0.0189,10536.948358145284,-16.373425729005685
-0.018799999999999997,10536.948358145284,-16.373425729005685
-0.018699999999999998,10536.948358145284,-16.373425729005685
-0.0186,10536.948358145284,-16.373425729005685
-0.0185,10536.948358145284,-16.373425729005685
-0.0184,10536.948358145284,-16.373425729005685
-0.018299999999999997,10536.948358145284,-16.373425729005685
-0.018199999999999997,10536.948358145284,-16.373425729005685
-0.018099999999999998,10536.948358145284,-16.373425729005685
-0.018,10717.779503756328,-16.267347626903682
-0.0179,10717.779503756328,-16.267347626903682
-0.017799999999999996,10717.779503756328,-16.267347626903682
-0.017699999999999997,10892.18717322538,-16.21394482134323
-0.017599999999999998,10892.18717322538,-16.21394482134323
-0.017499999999999998,10892.18717322538,-16.21394482134323
-0.0174,10892.18717322538,-16.21394482134323
-0.017299999999999996,10993.542352928374,-16.079829366958975
-0.017199999999999997,10993.542352928374,-16.079829366958975
-0.017099999999999997,11080.4862542098,-16.056922316592427
-0.016999999999999998,11080.4862542098,-16.056922316592427
-0.0169,11080.4862542098,-16.056922316592427
-0.016799999999999995,11184.446562810777,-15.906416820971604
-0.016699999999999996,11184.446562810777,-15.906416820971604
-0.016599999999999997,11184.446562810777,-15.906416820971604
-0.016499999999999997,11184.446562810777,-15.906416820971604
-0.016399999999999998,11184.446562810777,-15.906416820971604
-0.016299999999999995,11377.417760056116,-15.722831406991734
-0.016199999999999996,11377.417760056116,-15.722831406991734
-0.016099999999999996,11377.417760056116,-15.722831406991734
-0.015999999999999997,11474.02411008222,-15.632175661160142
-0.015899999999999997,11571.412450884429,-15.537135395004164
-0.015799999999999995,11571.412450884429,-15.537135395004164
-0.015699999999999995,11571.412450884429,-15.537135395004164
-0.015599999999999996,11571.412450884429,-15.537135395004164
-0.015499999999999996,11678.516020440704,-15.373072315647073
-0.015399999999999995,11763.200134043385,-15.372660906162693
-0.015299999999999996,11763.200134043385,-15.372660906162693
-0.015199999999999997,11852.149297692027,-15.341790730771232
-0.015099999999999995,11852.149297692027,-15.341790730771232
-0.014999999999999996,11939.467291628922,-15.322927009723964
-0.014899999999999995,11939.467291628922,-15.322927009723964
-0.014799999999999995,11939.467291628922,-15.322927009723964
-0.014699999999999996,11939.467291628922,-15.322927009723964
-0.014599999999999995,11939.467291628922,-15.322927009723964
-0.014499999999999996,11939.467291628922,-15.322927009723964
-0.014399999999999994,12036.582840006424,-15.235332112630818
-0.014299999999999995,12137.047378724785,-15.125542806120384
-0.014199999999999996,12137.047378724785,-15.125542806120384
-0.014099999999999994,12137.047378724785,-15.125542806120384
-0.013999999999999995,12137.047378724785,-15.125542806120384
-0.013899999999999994,12137.047378724785,-15.125542806120384
-0.013799999999999995,12219.36551922906,-15.14329500535374
-0.013699999999999995,12219.36551922906,-15.14329500535374
-0.013599999999999994,12219.36551922906,-15.14329500535374
-0.013499999999999995,12219.36551922906,-15.14329500535374
-0.013399999999999994,12309.971320866698,-15.103646062988286
-0.013299999999999994,12309.971320866698,-15.103646062988286
-0.013199999999999995,12309.971320866698,-15.103646062988286
-0.013099999999999994,12309.971320866698,-15.103646062988286
