threshold,investment,percent_gain
-0.02,14618.264850661453,32.893316824195026
-0.0199,14618.264850661453,32.893316824195026
-0.019799999999999998,14618.264850661453,32.893316824195026
-0.0197,14731.202535283375,32.71353635390428
-0.0196,14731.202535283375,32.71353635390428
-0.0195,14731.202535283375,32.71353635390428
-0.0194,14731.202535283375,32.71353635390428
-0.019299999999999998,14731.202535283375,32.71353635390428
-0.0192,14731.202535283375,32.71353635390428
-0.0191,14731.202535283375,32.71353635390428
-0.019,14731.202535283375,32.71353635390428
-0.0189,14731.202535283375,32.71353635390428
-0.018799999999999997,14731.202535283375,32.71353635390428
-0.018699999999999998,14855.637637798423,32.639621766057346
-0.0186,14855.637637798423,32.639621766057346
-0.0185,14855.637637798423,32.639621766057346
-0.0184,14855.637637798423,32.639621766057346
-0.018299999999999997,14855.637637798423,32.639621766057346
-0.018199999999999997,14855.637637798423,32.639621766057346
-0.018099999999999998,14855.637637798423,32.639621766057346
-0.018,14855.637637798423,32.639621766057346
-0.0179,14855.637637798423,32.639621766057346
-0.017799999999999996,14855.637637798423,32.639621766057346
-0.017699999999999997,14855.637637798423,32.639621766057346
-0.017599999999999998,14978.361451666258,32.55187125368371
-0.017499999999999998,14978.361451666258,32.55187125368371
-0.0174,14978.361451666258,32.55187125368371
-0.017299999999999996,14978.361451666258,32.55187125368371
-0.017199999999999997,14978.361451666258,32.55187125368371
-0.017099999999999997,14978.361451666258,32.55187125368371
-0.016999999999999998,14978.361451666258,32.55187125368371
-0.0169,14978.361451666258,32.55187125368371
-0.016799999999999995,14978.361451666258,32.55187125368371
-0.016699999999999996,14978.361451666258,32.55187125368371
-0.016599999999999997,14978.361451666258,32.55187125368371
-0.016499999999999997,14978.361451666258,32.55187125368371
-0.016399999999999998,14978.361451666258,32.55187125368371
-0.016299999999999995,15101.440196029122,32.46877364937826
-0.016199999999999996,15101.440196029122,32.46877364937826
-0.016099999999999996,15101.440196029122,32.46877364937826
-0.015999999999999997,15101.440196029122,32.46877364937826
-0.015899999999999997,15101.440196029122,32.46877364937826
-0.015799999999999995,15101.440196029122,32.46877364937826
-0.015699999999999995,15238.244200902409,32.50647131219486
-0.015599999999999996,15238.244200902409,32.50647131219486
-0.015499999999999996,15238.244200902409,32.50647131219486
-0.015399999999999995,15352.133923100651,32.34598209569528
-0.015299999999999996,15456.891829848682,32.11018657990328
-0.015199999999999997,15573.782551609625,31.981208064488342
-0.015099999999999995,15573.782551609625,31.981208064488342
-0.014999999999999996,15573.782551609625,31.981208064488342
-0.014899999999999995,15573.782551609625,31.981208064488342
-0.014799999999999995,15573.782551609625,31.981208064488342
-0.014699999999999996,15573.782551609625,31.981208064488342
-0.014599999999999995,15573.782551609625,31.981208064488342
-0.014499999999999996,15573.782551609625,31.981208064488342
-0.014399999999999994,15573.782551609625,31.981208064488342
-0.014299999999999995,15695.491469096123,31.894886294925406
-0.014199999999999996,15695.491469096123,31.894886294925406
-0.014099999999999994,15816.055343839887,31.80046119866573
-0.013999999999999995,15924.987332141793,31.61146555489085
-0.013899999999999994,15924.987332141793,31.61146555489085
-0.013799999999999995,15924.987332141793,31.61146555489085
-0.013699999999999995,16050.598071582208,31.562279275264004
-0.013599999999999994,16157.62458008925,31.362801464140254
-0.013499999999999995,16157.62458008925,31.362801464140254
-0.013399999999999994,16157.62458008925,31.362801464140254
-0.013299999999999994,16157.62458008925,31.362801464140254
-0.013199999999999995,16157.62458008925,31.362801464140254
-0.013099999999999994,16157.62458008925,31.362801464140254
-0.012999999999999994,16157.62458008925,31.362801464140254
-0.012899999999999993,16157.62458008925,31.362801464140254
-0.012799999999999994,16157.62458008925,31.362801464140254
-0.012699999999999994,16157.62458008925,31.362801464140254
-0.012599999999999993,16157.62458008925,31.362801464140254
-0.012499999999999994,16157.62458008925,31.362801464140254
-0.012399999999999993,16157.62458008925,31.362801464140254
-0.012299999999999993,16157.62458008925,31.362801464140254
